d1,d2,type,Neg samples
DB00635,DB01043,48,DB00622$t
DB00635,DB01072,72,DB09042$h
DB00635,DB04855,46,DB00331$t
DB00635,DB06203,69,DB00727$t
DB00635,DB06335,74,DB08938$h
DB00635,DB06636,46,DB06724$t
DB00635,DB08868,33,DB08874$h
DB00635,DB08895,33,DB04835$h
DB00635,DB09073,72,DB04272$h
DB00635,DB09118,72,DB01597$h
DB00635,DB09330,72,DB01627$h
DB00635,DB12332,46,DB00487$h
DB00636,DB01072,46,DB00856$t
DB00636,DB04855,46,DB00480$h
DB00636,DB06335,74,DB01581$h
DB00636,DB06636,46,DB11586$t
DB00636,DB08864,74,DB11737$h
DB00636,DB09073,72,DB00873$h
DB00636,DB09118,72,DB00793$h
DB00636,DB09274,10,DB01218$t
DB00636,DB09330,72,DB01364$t
DB00636,DB12332,46,DB01397$t
DB00637,DB00907,46,DB06789$t
DB00637,DB01072,72,DB08868$t
DB00637,DB04855,46,DB09279$h
DB00637,DB04871,46,DB01326$t
DB00637,DB06595,46,DB03796$t
DB00637,DB06603,72,DB06282$t
DB00637,DB06636,46,DB00352$h
DB00637,DB09073,72,DB11079$h
DB00637,DB09118,72,DB00859$h
DB00637,DB09291,46,DB08957$h
DB00637,DB09330,72,DB00479$h
DB00637,DB12332,46,DB00570$t
DB00639,DB08860,48,DB08801$t
DB00641,DB00683,72,DB00634$h
DB00641,DB00694,72,DB01001$h
DB00641,DB00907,46,DB00554$t
DB00641,DB01072,72,DB08801$t
DB00641,DB04855,72,DB00975$h
DB00641,DB04871,46,DB00422$t
DB00641,DB05219,46,DB11699$t
DB00641,DB06203,72,DB00947$h
DB00641,DB06210,72,DB01182$t
DB00641,DB06335,74,DB00839$h
DB00641,DB06595,46,DB06204$t
DB00641,DB06603,72,DB00985$t
DB00641,DB06636,46,DB01064$t
DB00641,DB09073,72,DB06193$t
DB00641,DB09102,72,DB06819$t
DB00641,DB09118,72,DB09072$t
DB00641,DB09280,72,DB09277$h
DB00641,DB09291,46,DB09125$h
DB00641,DB09330,72,DB01600$t
DB00641,DB09570,72,DB00928$h
DB00641,DB11574,72,DB01043$t
DB00641,DB11730,72,DB09101$t
DB00641,DB12332,46,DB08957$t
DB00641,DB13874,72,DB00871$h
DB00642,DB08868,33,DB00730$h
DB00642,DB08895,33,DB00924$h
DB00643,DB01072,46,DB09296$t
DB00643,DB04855,46,DB00331$t
DB00643,DB06636,46,DB01096$t
DB00643,DB09073,72,DB08798$t
DB00643,DB09118,72,DB00856$h
DB00643,DB09330,72,DB06262$t
DB00643,DB12332,46,DB01177$t
DB00645,DB00181,48,DB01359$t
DB00645,DB00215,48,DB01128$h
DB00645,DB00241,48,DB06209$t
DB00645,DB00252,48,DB09124$t
DB00645,DB00268,31,DB00754$t
DB00645,DB00273,48,DB01127$t
DB00645,DB00283,48,DB01022$t
DB00645,DB00285,48,DB00870$h
DB00645,DB00321,48,DB00798$h
DB00645,DB00323,48,DB01421$t
DB00645,DB00341,48,DB09269$t
DB00645,DB00344,48,DB00459$h
DB00645,DB00349,48,DB01511$t
DB00645,DB00356,48,DB06152$h
DB00645,DB00366,15,DB00691$h
DB00645,DB00395,48,DB06774$h
DB00645,DB00405,48,DB00453$h
DB00645,DB00413,31,DB09209$t
DB00645,DB00423,48,DB00700$h
DB00645,DB00427,48,DB01600$t
DB00645,DB00434,48,DB00224$t
DB00645,DB00450,15,DB01397$h
DB00645,DB00455,48,DB01359$h
DB00645,DB00458,48,DB01324$h
DB00645,DB00470,15,DB00185$h
DB00645,DB00472,48,DB09223$h
DB00645,DB00476,48,DB00982$h
DB00645,DB00484,15,DB00435$t
DB00645,DB00486,15,DB00303$h
DB00645,DB00494,48,DB01599$h
DB00645,DB00540,48,DB00675$h
DB00645,DB00543,48,DB00921$t
DB00645,DB00555,48,DB01427$t
DB00645,DB00557,15,DB01609$t
DB00645,DB00575,48,DB06795$t
DB00645,DB00588,48,DB01071$t
DB00645,DB00593,48,DB00599$t
DB00645,DB00625,48,DB01195$h
DB00645,DB00647,48,DB00335$h
DB00645,DB00653,15,DB01069$t
DB00645,DB00656,48,DB01229$h
DB00645,DB00660,48,DB00956$t
DB00645,DB00697,48,DB00224$t
DB00645,DB00715,48,DB00519$h
DB00645,DB00721,48,DB00152$t
DB00645,DB00726,48,DB09414$t
DB00645,DB00737,48,DB01216$h
DB00645,DB00747,48,DB01128$h
DB00645,DB00748,48,DB05015$h
DB00645,DB00750,48,DB00548$t
DB00645,DB00752,48,DB01177$h
DB00645,DB00754,48,DB00603$t
DB00645,DB00765,31,DB00423$t
DB00645,DB00768,48,DB06697$t
DB00645,DB00771,48,DB00554$h
DB00645,DB00794,48,DB06704$h
DB00645,DB00801,48,DB06739$h
DB00645,DB00807,48,DB00190$t
DB00645,DB00835,48,DB00968$h
DB00645,DB00849,48,DB04572$h
DB00645,DB00892,48,DB00444$t
DB00645,DB00904,48,DB08933$t
DB00645,DB00906,48,DB00628$t
DB00645,DB00907,48,DB09015$t
DB00645,DB00909,48,DB01006$t
DB00645,DB00933,48,DB08981$h
DB00645,DB00934,48,DB00277$t
DB00645,DB00949,48,DB06016$h
DB00645,DB00950,48,DB00936$h
DB00645,DB00961,48,DB05316$t
DB00645,DB00967,48,DB00883$t
DB00645,DB00980,48,DB09215$t
DB00645,DB00985,48,DB01275$h
DB00645,DB01002,48,DB01058$t
DB00645,DB01017,15,DB01099$h
DB00645,DB01018,48,DB01238$t
DB00645,DB01028,48,DB04896$h
DB00645,DB01065,48,DB00772$t
DB00645,DB01068,48,DB00207$h
DB00645,DB01069,48,DB03754$h
DB00645,DB01080,48,DB00920$t
DB00645,DB01086,48,DB01093$h
DB00645,DB01104,48,DB06335$h
DB00645,DB01106,48,DB00957$h
DB00645,DB01114,48,DB00947$t
DB00645,DB01142,48,DB09038$h
DB00645,DB01149,48,DB01182$t
DB00645,DB01151,48,DB00548$h
DB00645,DB01154,48,DB00419$t
DB00645,DB01159,48,DB01064$h
DB00645,DB01161,48,DB00223$h
DB00645,DB01175,48,DB09268$t
DB00645,DB01176,48,DB11817$t
DB00645,DB01178,48,DB09204$h
DB00645,DB01202,48,DB09516$t
DB00645,DB01209,48,DB00288$t
DB00645,DB01219,48,DB01207$h
DB00645,DB01227,48,DB01041$h
DB00645,DB01235,48,DB00610$h
DB00645,DB01239,48,DB00687$h
DB00645,DB01242,48,DB00688$t
DB00645,DB01320,48,DB01006$h
DB00645,DB01353,48,DB08882$h
DB00645,DB01355,48,DB09272$t
DB00645,DB01356,48,DB06813$t
DB00645,DB01433,48,DB08875$t
DB00645,DB01437,48,DB04570$h
DB00645,DB01452,48,DB08884$h
DB00645,DB01463,48,DB06709$t
DB00645,DB01466,48,DB00856$h
DB00645,DB01501,48,DB00873$h
DB00645,DB01544,48,DB09288$t
DB00645,DB01545,48,DB00723$t
DB00645,DB01563,48,DB09026$h
DB00645,DB01567,48,DB00973$t
DB00645,DB01580,48,DB00552$t
DB00645,DB01587,48,DB09080$h
DB00645,DB01588,48,DB00783$h
DB00645,DB01614,48,DB01073$h
DB00645,DB01615,48,DB05239$t
DB00645,DB01618,48,DB00204$t
DB00645,DB01621,48,DB00943$t
DB00645,DB04841,48,DB00482$h
DB00645,DB04842,48,DB01283$h
DB00645,DB04844,48,DB01112$h
DB00645,DB04896,48,DB00981$h
DB00645,DB04908,48,DB04948$t
DB00645,DB04946,48,DB06767$t
DB00645,DB04953,48,DB01075$t
DB00645,DB05246,48,DB00762$h
DB00645,DB05271,31,DB00675$t
DB00645,DB06144,48,DB02638$h
DB00645,DB06153,48,DB06216$t
DB00645,DB06204,15,DB00583$t
DB00645,DB06282,48,DB01332$t
DB00645,DB06288,48,DB06288$h
DB00645,DB06594,48,DB00593$h
DB00645,DB06700,48,DB09257$h
DB00645,DB06716,48,DB11793$h
DB00645,DB06738,48,DB01613$t
DB00645,DB06770,48,DB06689$t
DB00645,DB08872,48,DB06771$t
DB00645,DB08883,15,DB00126$h
DB00645,DB08910,48,DB11256$h
DB00645,DB08918,48,DB00312$t
DB00645,DB08922,48,DB06209$t
DB00645,DB08987,48,DB01764$t
DB00645,DB09009,48,DB01162$t
DB00645,DB09017,48,DB01589$t
DB00645,DB09068,48,DB00619$h
DB00645,DB09071,48,DB00495$h
DB00645,DB09072,15,DB08981$h
DB00645,DB09085,48,DB06237$h
DB00645,DB09118,48,DB08958$t
DB00645,DB09128,48,DB00550$h
DB00645,DB09166,48,DB00855$t
DB00645,DB09224,48,DB00827$h
DB00645,DB09225,48,DB00503$t
DB00645,DB09286,48,DB06267$h
DB00645,DB09342,48,DB01208$t
DB00645,DB09345,48,DB11126$h
DB00645,DB11148,48,DB00631$h
DB00645,DB11609,48,DB09216$h
DB00645,DB12532,48,DB00165$h
DB00645,DB13025,48,DB00843$h
DB00645,DB13323,48,DB00958$h
DB00645,DB13872,48,DB06263$h
DB00647,DB00182,68,DB00230$t
DB00647,DB00907,48,DB04876$h
DB00647,DB01017,15,DB00468$h
DB00647,DB01072,46,DB05351$h
DB00647,DB01576,68,DB01581$h
DB00647,DB04855,46,DB00261$t
DB00647,DB04908,48,DB00238$t
DB00647,DB06204,15,DB08881$h
DB00647,DB06288,48,DB00686$h
DB00647,DB06335,74,DB00499$h
DB00647,DB06636,46,DB00441$h
DB00647,DB09049,48,DB08906$t
DB00647,DB09068,48,DB01326$t
DB00647,DB09073,72,DB01208$h
DB00647,DB09118,72,DB00232$h
DB00647,DB09128,48,DB00354$t
DB00647,DB09272,38,DB01337$t
DB00647,DB09330,72,DB00882$t
DB00647,DB12332,46,DB13878$t
DB00648,DB00497,74,DB09224$t
DB00648,DB00530,74,DB09283$h
DB00648,DB00683,74,DB08884$t
DB00648,DB00694,74,DB01069$h
DB00648,DB00907,74,DB00573$t
DB00648,DB01072,74,DB06717$t
DB00648,DB01183,74,DB00142$t
DB00648,DB01221,74,DB01091$h
DB00648,DB01708,74,DB06707$h
DB00648,DB04855,74,DB00755$h
DB00648,DB04871,74,DB01399$t
DB00648,DB04908,74,DB11828$h
DB00648,DB05109,74,DB06824$t
DB00648,DB05239,74,DB00633$h
DB00648,DB05541,74,DB00488$h
DB00648,DB06016,74,DB06213$t
DB00648,DB06203,74,DB00369$t
DB00648,DB06216,74,DB01234$h
DB00648,DB06335,74,DB00657$h
DB00648,DB06595,74,DB00525$h
DB00648,DB06603,74,DB00251$h
DB00648,DB06616,74,DB00760$h
DB00648,DB06636,74,DB00721$h
DB00648,DB06654,74,DB01043$t
DB00648,DB08864,74,DB04574$h
DB00648,DB08868,74,DB00722$h
DB00648,DB08875,74,DB01202$t
DB00648,DB08895,74,DB06803$t
DB00648,DB08901,74,DB00368$h
DB00648,DB08918,74,DB00569$t
DB00648,DB09049,74,DB00237$h
DB00648,DB09061,74,DB00963$t
DB00648,DB09068,74,DB00351$t
DB00648,DB09073,74,DB01597$h
DB00648,DB09078,74,DB00630$h
DB00648,DB09083,74,DB06274$h
DB00648,DB09102,74,DB09008$t
DB00648,DB09128,74,DB03585$t
DB00648,DB09143,74,DB09090$h
DB00648,DB09291,74,DB06813$h
DB00648,DB09297,74,DB00944$t
DB00648,DB09330,74,DB00498$h
DB00648,DB09570,74,DB05630$t
DB00648,DB11362,74,DB00283$h
DB00648,DB11574,74,DB09345$h
DB00648,DB11575,74,DB01091$t
DB00648,DB11581,74,DB00240$h
DB00648,DB11613,74,DB00363$h
DB00648,DB11730,74,DB00546$h
DB00648,DB11817,74,DB01320$h
DB00648,DB11828,74,DB00839$h
DB00648,DB11915,74,DB01416$t
DB00648,DB11921,74,DB01201$t
DB00648,DB12001,74,DB09065$h
DB00648,DB12026,74,DB00634$h
DB00648,DB12161,74,DB01418$h
DB00648,DB12267,74,DB00165$t
DB00648,DB12332,74,DB00953$h
DB00648,DB12483,74,DB00626$h
DB00648,DB13874,74,DB01378$h
DB00650,DB01174,74,DB01297$h
DB00651,DB00683,69,DB00779$t
DB00652,DB00182,68,DB00665$t
DB00652,DB00645,48,DB06413$t
DB00652,DB00683,48,DB11633$h
DB00652,DB00907,48,DB08983$h
DB00652,DB01017,15,DB06819$h
DB00652,DB01174,48,DB01228$h
DB00652,DB01221,48,DB01054$h
DB00652,DB01576,68,DB00665$t
DB00652,DB04908,48,DB01093$t
DB00652,DB06204,15,DB00189$t
DB00652,DB06216,48,DB01009$t
DB00652,DB06288,48,DB01553$h
DB00652,DB09049,48,DB00188$t
DB00652,DB09068,48,DB01166$t
DB00652,DB09118,48,DB00606$h
DB00652,DB09128,48,DB04576$h
DB00652,DB09272,38,DB06218$t
DB00653,DB01017,15,DB00862$t
DB00653,DB06204,15,DB00802$t
DB00653,DB06210,74,DB00583$t
DB00653,DB08860,48,DB06701$h
DB00653,DB08918,48,DB09153$t
DB00653,DB08930,74,DB01002$h
DB00654,DB01240,59,DB01362$t
DB00654,DB02638,59,DB01262$h
DB00654,DB04948,59,DB00627$t
DB00654,DB11362,59,DB00315$t
DB00655,DB01043,48,DB00392$t
DB00655,DB01072,46,DB00732$t
DB00655,DB04855,46,DB06774$h
DB00655,DB05219,46,DB00761$t
DB00655,DB06595,46,DB01604$t
DB00655,DB06636,46,DB07615$h
DB00655,DB08916,74,DB00433$t
DB00655,DB09073,72,DB01209$t
DB00655,DB09118,72,DB00788$h
DB00655,DB09330,72,DB00502$t
DB00655,DB12332,46,DB00903$t
DB00656,DB00182,63,DB00409$h
DB00656,DB00907,46,DB00663$t
DB00656,DB01017,15,DB00935$t
DB00656,DB01072,72,DB09117$h
DB00656,DB04871,48,DB00409$h
DB00656,DB04908,48,DB05015$h
DB00656,DB06016,48,DB09389$t
DB00656,DB06204,15,DB09268$t
DB00656,DB06288,48,DB06715$h
DB00656,DB06595,46,DB00437$t
DB00656,DB06603,72,DB01295$t
DB00656,DB06636,46,DB06795$t
DB00656,DB08916,74,DB00856$h
DB00656,DB08918,48,DB01377$t
DB00656,DB09068,48,DB08808$t
DB00656,DB09073,72,DB09069$t
DB00656,DB09118,72,DB00867$h
DB00656,DB09128,48,DB00954$t
DB00656,DB09291,46,DB06774$t
DB00656,DB09330,72,DB00708$t
DB00656,DB12332,46,DB00460$t
DB00657,DB00497,48,DB06792$h
DB00657,DB00694,20,DB01380$h
DB00657,DB01017,20,DB00237$t
DB00657,DB01240,59,DB00290$h
DB00657,DB02638,59,DB00291$h
DB00657,DB04948,59,DB00367$h
DB00657,DB06204,48,DB00178$t
DB00657,DB08822,48,DB01059$t
DB00657,DB09272,38,DB13879$t
DB00657,DB11362,59,DB00875$t
DB00660,DB01017,15,DB01059$h
DB00660,DB04908,48,DB00969$h
DB00660,DB06204,15,DB00380$h
DB00660,DB08918,48,DB00535$h
DB00660,DB09118,48,DB09061$h
DB00660,DB09128,48,DB00482$h
DB00661,DB00497,48,DB08796$t
DB00661,DB01072,46,DB00630$h
DB00661,DB04855,24,DB00309$t
DB00661,DB04908,48,DB00221$h
DB00661,DB05219,46,DB01062$t
DB00661,DB06203,46,DB00284$t
DB00661,DB06595,46,DB00931$h
DB00661,DB08822,48,DB00943$t
DB00661,DB08868,53,DB00876$t
DB00661,DB08916,74,DB01138$h
DB00661,DB09073,72,DB00166$h
DB00661,DB09083,53,DB06636$h
DB00661,DB09118,72,DB01576$t
DB00661,DB09280,72,DB01060$t
DB00661,DB09330,72,DB00477$t
DB00661,DB09570,46,DB00933$t
DB00663,DB01043,48,DB00631$h
DB00663,DB01072,72,DB09296$t
DB00663,DB09118,72,DB13145$t
DB00665,DB09118,46,DB00287$t
DB00665,DB12332,46,DB06213$h
DB00668,DB00182,70,DB00800$t
DB00668,DB00935,48,DB05630$t
DB00668,DB06203,69,DB00279$t
DB00668,DB06335,69,DB00502$t
DB00668,DB06704,69,DB09104$h
DB00668,DB09241,70,DB09230$t
DB00669,DB00182,72,DB00974$h
DB00669,DB04871,48,DB04868$t
DB00669,DB06016,48,DB01046$h
DB00669,DB06204,48,DB00273$t
DB00669,DB06210,72,DB06663$h
DB00669,DB06216,48,DB09053$t
DB00669,DB06288,48,DB01097$t
DB00669,DB08918,48,DB00866$t
DB00669,DB09128,48,DB00198$t
DB00669,DB09241,46,DB01319$t
DB00669,DB09291,72,DB00338$h
DB00670,DB00497,48,DB00284$t
DB00670,DB06204,48,DB01002$h
DB00670,DB09272,38,DB11641$t
DB00672,DB00182,8,DB00248$t
DB00672,DB05219,46,DB00649$h
DB00672,DB06203,8,DB01199$h
DB00672,DB06335,8,DB00397$h
DB00672,DB06595,46,DB06594$h
DB00672,DB08918,8,DB01613$t
DB00672,DB09118,46,DB00831$h
DB00672,DB09241,8,DB06729$h
DB00672,DB12332,46,DB01395$h
DB00673,DB00497,48,DB08903$t
DB00673,DB01240,3,DB00630$h
DB00673,DB06204,3,DB01103$h
DB00673,DB08860,3,DB00607$h
DB00673,DB09073,72,DB01356$h
DB00673,DB09118,72,DB06700$t
DB00673,DB09330,72,DB01297$h
DB00673,DB11560,3,DB00842$h
DB00673,DB11730,72,DB00842$t
DB00674,DB00907,46,DB04865$t
DB00674,DB00986,69,DB00710$t
DB00674,DB01072,46,DB00250$t
DB00674,DB04871,46,DB00443$t
DB00674,DB06595,46,DB00859$h
DB00674,DB06603,72,DB00986$t
DB00674,DB06636,46,DB13872$t
DB00674,DB08868,53,DB04920$t
DB00674,DB08918,46,DB00298$t
DB00674,DB09073,72,DB00966$h
DB00674,DB09083,53,DB01157$t
DB00674,DB09118,72,DB00731$t
DB00674,DB09291,46,DB01578$t
DB00674,DB09330,72,DB13231$h
DB00674,DB12332,46,DB01139$h
DB00675,DB00907,72,DB00976$t
DB00675,DB01072,46,DB06730$h
DB00675,DB05219,46,DB00542$t
DB00675,DB06210,72,DB09267$t
DB00675,DB06335,74,DB00482$h
DB00675,DB06595,72,DB01319$t
DB00675,DB06636,46,DB00779$t
DB00675,DB08916,74,DB08814$t
DB00675,DB09073,72,DB09087$t
DB00675,DB09118,72,DB00871$h
DB00675,DB09330,72,DB11574$t
DB00677,DB00986,69,DB01015$t
DB00678,DB00465,48,DB06212$h
DB00678,DB00963,48,DB00140$t
DB00678,DB01072,46,DB00305$h
DB00678,DB02638,59,DB06724$t
DB00678,DB04855,46,DB11943$t
DB00678,DB04948,59,DB00974$t
DB00678,DB05219,46,DB00434$t
DB00678,DB06595,46,DB00670$h
DB00678,DB06636,46,DB01463$h
DB00678,DB08822,48,DB00916$t
DB00678,DB09073,72,DB00134$h
DB00678,DB09118,72,DB06791$h
DB00678,DB09280,72,DB08865$t
DB00678,DB09330,72,DB00234$t
DB00678,DB12332,46,DB00450$h
DB00679,DB00182,72,DB00555$t
DB00679,DB00645,48,DB11730$h
DB00679,DB00683,48,DB05630$h
DB00679,DB00907,72,DB00741$t
DB00679,DB00915,19,DB00525$t
DB00679,DB01017,15,DB08811$h
DB00679,DB01072,19,DB11079$t
DB00679,DB01174,48,DB02513$t
DB00679,DB01221,48,DB08797$t
DB00679,DB01576,72,DB00657$t
DB00679,DB04855,72,DB00230$h
DB00679,DB04871,72,DB00679$t
DB00679,DB04908,48,DB00641$h
DB00679,DB06204,15,DB00584$h
DB00679,DB06216,72,DB00911$t
DB00679,DB06595,72,DB01133$t
DB00679,DB06603,72,DB01296$h
DB00679,DB08822,48,DB01355$h
DB00679,DB08864,19,DB00240$h
DB00679,DB08868,19,DB08874$h
DB00679,DB09049,72,DB00324$h
DB00679,DB09078,19,DB00993$h
DB00679,DB09118,72,DB04865$t
DB00679,DB09274,72,DB00890$h
DB00679,DB09291,72,DB00104$t
DB00679,DB12332,72,DB01329$h
DB00679,DB13874,72,DB00990$h
DB00680,DB00497,59,DB00650$h
DB00680,DB06204,59,DB00931$t
DB00680,DB08918,48,DB00734$t
DB00680,DB09068,48,DB01393$t
DB00680,DB09274,72,DB01303$h
DB00681,DB01240,48,DB09049$t
DB00681,DB04948,48,DB11363$t
DB00681,DB08822,48,DB00181$t
DB00681,DB09292,48,DB06803$t
DB00682,DB00465,5,DB12483$h
DB00682,DB00530,72,DB11633$t
DB00682,DB00963,5,DB08872$h
DB00682,DB01017,5,DB06737$h
DB00682,DB01072,72,DB00724$t
DB00682,DB01240,5,DB09561$h
DB00682,DB01708,5,DB00322$h
DB00682,DB03619,48,DB01255$h
DB00682,DB04855,72,DB00334$t
DB00682,DB05219,46,DB00476$t
DB00682,DB06206,5,DB01128$h
DB00682,DB06441,5,DB09321$h
DB00682,DB06595,46,DB01108$t
DB00682,DB06636,46,DB05630$t
DB00682,DB08860,5,DB00471$h
DB00682,DB09073,72,DB01188$h
DB00682,DB09075,5,DB04572$t
DB00682,DB09079,48,DB01213$h
DB00682,DB09118,72,DB00590$h
DB00682,DB09265,66,DB13167$t
DB00682,DB09280,72,DB09269$t
DB00682,DB09330,72,DB00853$h
DB00682,DB11362,5,DB01437$h
DB00682,DB11921,5,DB01066$h
DB00682,DB12332,46,DB00697$h
DB00683,DB00006,72,DB01345$t
DB00683,DB00091,46,DB00369$h
DB00683,DB00176,46,DB00487$t
DB00683,DB00178,72,DB06712$t
DB00683,DB00181,48,DB01263$h
DB00683,DB00188,46,DB09288$t
DB00683,DB00189,48,DB11641$t
DB00683,DB00196,46,DB00319$t
DB00683,DB00199,72,DB01045$h
DB00683,DB00203,46,DB11231$h
DB00683,DB00208,46,DB00325$t
DB00683,DB00212,72,DB00818$t
DB00683,DB00215,46,DB09570$t
DB00683,DB00220,72,DB00922$t
DB00683,DB00224,72,DB01016$h
DB00683,DB00227,46,DB06228$h
DB00683,DB00228,48,DB00977$h
DB00683,DB00241,48,DB00748$h
DB00683,DB00246,46,DB00736$t
DB00683,DB00254,46,DB09074$h
DB00683,DB00257,46,DB00333$t
DB00683,DB00263,46,DB08958$h
DB00683,DB00268,31,DB00242$t
DB00683,DB00270,46,DB00660$t
DB00683,DB00273,48,DB00570$h
DB00683,DB00278,72,DB00915$h
DB00683,DB00281,48,DB01064$h
DB00683,DB00283,46,DB11633$h
DB00683,DB00285,46,DB00248$t
DB00683,DB00289,46,DB06616$t
DB00683,DB00292,48,DB01607$t
DB00683,DB00296,48,DB08797$h
DB00683,DB00297,48,DB00609$t
DB00683,DB00298,48,DB00836$t
DB00683,DB00313,48,DB06218$h
DB00683,DB00320,46,DB06826$t
DB00683,DB00321,48,DB01299$t
DB00683,DB00323,48,DB08867$t
DB00683,DB00334,48,DB01608$t
DB00683,DB00341,48,DB00198$h
DB00683,DB00343,46,DB01047$t
DB00683,DB00344,48,DB00196$h
DB00683,DB00349,48,DB00768$h
DB00683,DB00356,48,DB04711$t
DB00683,DB00363,48,DB00735$t
DB00683,DB00366,15,DB06712$t
DB00683,DB00391,48,DB00548$h
DB00683,DB00395,48,DB01037$t
DB00683,DB00398,46,DB01150$t
DB00683,DB00405,48,DB00977$h
DB00683,DB00409,48,DB01603$t
DB00683,DB00413,31,DB00176$t
DB00683,DB00423,48,DB00282$h
DB00683,DB00427,48,DB00688$t
DB00683,DB00434,48,DB00190$h
DB00683,DB00450,15,DB00233$h
DB00683,DB00455,48,DB00584$t
DB00683,DB00458,48,DB00637$t
DB00683,DB00470,15,DB00501$h
DB00683,DB00472,48,DB09297$h
DB00683,DB00476,48,DB00860$h
DB00683,DB00484,15,DB04868$t
DB00683,DB00486,15,DB00198$t
DB00683,DB00492,72,DB00970$h
DB00683,DB00494,48,DB06605$t
DB00683,DB00503,72,DB00423$h
DB00683,DB00508,48,DB01380$t
DB00683,DB00519,72,DB00213$h
DB00683,DB00527,48,DB06706$t
DB00683,DB00540,48,DB00948$t
DB00683,DB00541,74,DB00335$t
DB00683,DB00542,72,DB09269$h
DB00683,DB00543,48,DB01166$t
DB00683,DB00555,48,DB04868$t
DB00683,DB00557,15,DB11268$t
DB00683,DB00575,48,DB12278$h
DB00683,DB00582,46,DB06210$t
DB00683,DB00584,72,DB00993$h
DB00683,DB00588,48,DB06766$h
DB00683,DB00593,48,DB08911$t
DB00683,DB00599,48,DB01013$t
DB00683,DB00619,46,DB02659$h
DB00683,DB00625,48,DB00731$h
DB00683,DB00633,48,DB00545$h
DB00683,DB00645,48,DB00449$t
DB00683,DB00647,48,DB01337$t
DB00683,DB00653,15,DB00369$h
DB00683,DB00656,48,DB00953$t
DB00683,DB00660,48,DB01207$h
DB00683,DB00661,46,DB00619$h
DB00683,DB00673,72,DB01656$h
DB00683,DB00677,72,DB01256$t
DB00683,DB00690,48,DB00914$t
DB00683,DB00691,72,DB00871$t
DB00683,DB00697,48,DB01599$t
DB00683,DB00701,72,DB04854$h
DB00683,DB00705,46,DB01204$t
DB00683,DB00708,48,DB09117$t
DB00683,DB00715,46,DB00440$t
DB00683,DB00721,48,DB01611$t
DB00683,DB00722,72,DB00169$h
DB00683,DB00726,48,DB00837$h
DB00683,DB00734,48,DB01321$t
DB00683,DB00737,48,DB01032$t
DB00683,DB00747,48,DB01057$h
DB00683,DB00748,48,DB00948$h
DB00683,DB00750,48,DB00985$h
DB00683,DB00752,48,DB04840$h
DB00683,DB00753,48,DB09488$h
DB00683,DB00754,48,DB01340$t
DB00683,DB00758,46,DB00800$t
DB00683,DB00765,31,DB06699$t
DB00683,DB00768,48,DB00389$h
DB00683,DB00771,48,DB00452$t
DB00683,DB00790,72,DB08909$t
DB00683,DB00801,48,DB00239$t
DB00683,DB00802,48,DB00865$h
DB00683,DB00807,48,DB09488$h
DB00683,DB00813,48,DB00418$t
DB00683,DB00829,48,DB00656$h
DB00683,DB00831,48,DB02709$t
DB00683,DB00834,72,DB00471$t
DB00683,DB00835,48,DB00916$t
DB00683,DB00842,48,DB09488$h
DB00683,DB00844,48,DB01192$h
DB00683,DB00849,48,DB12001$h
DB00683,DB00850,48,DB01392$t
DB00683,DB00854,48,DB08957$t
DB00683,DB00875,48,DB01026$t
DB00683,DB00881,72,DB01332$h
DB00683,DB00892,48,DB08884$h
DB00683,DB00897,48,DB04571$h
DB00683,DB00899,48,DB02300$h
DB00683,DB00904,48,DB06707$t
DB00683,DB00906,48,DB00553$h
DB00683,DB00907,48,DB01329$h
DB00683,DB00909,48,DB00560$h
DB00683,DB00924,48,DB01283$t
DB00683,DB00932,72,DB00934$t
DB00683,DB00933,48,DB08819$t
DB00683,DB00934,48,DB00378$h
DB00683,DB00949,48,DB08881$t
DB00683,DB00950,48,DB01435$t
DB00683,DB00961,48,DB00142$t
DB00683,DB00962,48,DB00972$t
DB00683,DB00967,48,DB01006$t
DB00683,DB00976,72,DB00867$h
DB00683,DB00980,48,DB01197$h
DB00683,DB00985,48,DB00317$t
DB00683,DB00996,48,DB00367$t
DB00683,DB00997,46,DB01624$h
DB00683,DB01002,48,DB13179$t
DB00683,DB01017,15,DB00377$h
DB00683,DB01018,48,DB00255$h
DB00683,DB01026,72,DB11079$t
DB00683,DB01028,48,DB00450$t
DB00683,DB01065,48,DB13153$h
DB00683,DB01068,48,DB09198$t
DB00683,DB01069,48,DB00489$t
DB00683,DB01072,72,DB00233$t
DB00683,DB01075,48,DB06696$h
DB00683,DB01076,72,DB01367$t
DB00683,DB01080,48,DB04898$t
DB00683,DB01081,48,DB00827$h
DB00683,DB01086,48,DB00220$t
DB00683,DB01100,48,DB00929$t
DB00683,DB01104,46,DB01120$t
DB00683,DB01106,48,DB12278$t
DB00683,DB01114,48,DB00749$t
DB00683,DB01118,46,DB01215$t
DB00683,DB01142,48,DB00715$t
DB00683,DB01149,46,DB01039$t
DB00683,DB01151,48,DB01878$h
DB00683,DB01154,48,DB06176$t
DB00683,DB01159,48,DB00366$h
DB00683,DB01161,48,DB06016$h
DB00683,DB01167,72,DB00341$h
DB00683,DB01175,48,DB00442$h
DB00683,DB01176,48,DB00259$h
DB00683,DB01178,48,DB09156$h
DB00683,DB01189,48,DB00287$h
DB00683,DB01192,48,DB09167$h
DB00683,DB01197,72,DB01619$h
